image_path,p1_bb_xmin,p1_bb_ymin,p1_cp_bb_x,p1_cp_bb_y,p1_nose_x,p1_nose_y,p1_left_eye_x,p1_left_eye_y,p1_right_eye_x,p1_right_eye_y,p1_left_ear_x,p1_left_ear_y,p1_right_ear_x,p1_right_ear_y,p1_left_shoulder_x,p1_left_shoulder_y,p1_right_shoulder_x,p1_right_shoulder_y,p1_left_elbow_x,p1_left_elbow_y,p1_right_elbow_x,p1_right_elbow_y,p1_left_wrist_x,p1_left_wrist_y,p1_right_wrist_x,p1_right_wrist_y,p1_left_hip_x,p1_left_hip_y,p1_right_hip_x,p1_right_hip_y,p1_left_knee_x,p1_left_knee_y,p1_right_knee_x,p1_right_knee_y,p1_left_ankle_x,p1_left_ankle_y,p1_right_ankle_x,p1_right_ankle_y,p2_bb_xmin,p2_bb_ymin,p2_cp_bb_x,p2_cp_bb_y,p2_nose_x,p2_nose_y,p2_left_eye_x,p2_left_eye_y,p2_right_eye_x,p2_right_eye_y,p2_left_ear_x,p2_left_ear_y,p2_right_ear_x,p2_right_ear_y,p2_left_shoulder_x,p2_left_shoulder_y,p2_right_shoulder_x,p2_right_shoulder_y,p2_left_elbow_x,p2_left_elbow_y,p2_right_elbow_x,p2_right_elbow_y,p2_left_wrist_x,p2_left_wrist_y,p2_right_wrist_x,p2_right_wrist_y,p2_left_hip_x,p2_left_hip_y,p2_right_hip_x,p2_right_hip_y,p2_left_knee_x,p2_left_knee_y,p2_right_knee_x,p2_right_knee_y,p2_left_ankle_x,p2_left_ankle_y,p2_right_ankle_x,p2_right_ankle_y
678.jpg,853,438,970.1319427,551.5377655,950.67081,483.90339,948.81737,480.196495,958.08461,480.196495,948.81737,482.04995,963.64496,480.196495,946.96393,500.58442,974.765625,500.58442,946.96393,520.97234,995.15356,515.41201,933.98979,543.21371,1009.98114,532.09304,956.23117,550.627495,974.765625,548.774055,959.93805,589.5499,972.912186,589.5499,967.35184,626.61887,969.20529,622.91196,697,81,818.7607269,198.4475708,829.26706,162.36983,831.09387,160.543,827.44022,159.62958,833.83414,161.456406,823.78655,161.456406,834.74753,173.330826,816.47921,169.677155,835.66095,184.291824,797.29748,171.504,838.40121,187.94548,794.55723,190.68573,820.13288,194.3394,807.345055,191.59915,817.39263,220.82846,814.65238,218.08821,800.03773,229.04921,799.124306,226.30896
679.jpg,853,438,969.7864075,553.5769501,951.10129,481.505974,949.3217,479.726402,956.44003,479.726402,949.3217,481.505974,963.558365,481.505974,947.54213,501.081383,974.235855,501.081383,945.76254,520.65679,995.59084,515.31805,935.08504,543.79134,1009.8275,531.33428,956.44003,549.130104,974.235855,547.35052,959.99919,590.06049,972.45627,588.28091,967.11752,625.65216,968.89711,627.4317,697,81,818.9396057,198.7881088,829.49619,162.53839,831.33157,159.78529,827.66078,159.78529,834.08467,161.6207,823.98999,161.6207,835.00237,173.55078,816.64841,169.879974,835.92007,184.563156,797.37674,171.71538,838.67316,188.23395,794.62364,190.069336,819.40149,194.65784,807.471405,192.82245,816.64841,220.3534,814.813,218.518,801.04753,229.53038,799.21213,225.85959
680.jpg,855,438,973.7506714,556.558197,957.023094,485.25039,953.501976,483.48983,962.304756,481.72927,953.501976,483.48983,965.825874,483.48983,951.74142,502.85595,978.14977,501.095406,948.2203,523.98264,999.27646,515.17986,935.8964,546.869896,1013.36093,531.024864,958.78365,552.15157,976.38921,550.391014,965.825874,592.64438,976.38921,589.12326,971.10754,627.85553,974.628654,615.53165,701,77,819.3432312,198.3414383,829.90375,162.972336,831.74094,160.21657,828.06657,160.21657,834.4967,162.05376,824.392204,161.13516,836.3339,173.07683,817.043495,170.32106,839.08966,184.099915,799.59028,171.239655,841.84543,186.85568,796.83451,189.61145,822.55503,196.04158,811.531944,193.28581,819.79926,219.92493,817.96209,217.16916,802.34605,229.11082,801.42745,230.948
681.jpg,856,438,975.7728119,561.514946,960.389084,486.398895,958.57924,484.589035,964.00879,482.77919,954.95953,486.398895,969.43834,484.589035,953.14967,504.497406,980.297455,502.68756,949.52998,526.21562,1002.01567,515.35652,938.67087,549.7437,1018.30434,531.64519,962.19893,553.36342,980.297455,551.55356,967.628494,596.79985,980.297455,593.18016,978.487595,632.9969,978.487595,607.65898,703,77,823.4137421,199.2841568,831.53735,162.49281,833.44852,160.58165,829.62619,160.58165,836.31528,162.49281,825.80386,161.53723,838.22644,173.00423,819.11478,170.13748,843.00436,183.51564,801.91429,172.048645,843.95993,186.382385,799.04755,189.24913,825.80386,194.027054,814.33687,193.07147,822.93712,218.87221,821.02594,216.00545,807.6478,228.42802,802.86987,230.33919
682.jpg,857,438,980.7630081,564.2044601,962.05755,490.269157,958.4943,486.70591,965.6208,484.92428,958.4943,488.487526,970.965675,486.70591,956.71267,508.08541,981.65542,504.52215,953.14942,527.68328,1003.03491,515.21191,938.89643,552.62603,1020.85117,531.24653,965.6208,554.407646,983.43705,552.62603,972.74729,595.38501,985.21866,595.38501,979.87379,629.2359,985.21866,604.29315,705,80,825.5974045,200.0065536,832.77926,163.11748,834.69476,161.20198,830.86375,160.24422,837.56805,162.15973,827.03272,162.15973,839.48355,172.69505,821.28619,170.77954,842.35681,182.27261,804.04656,173.6528,847.1456,186.10364,802.131065,190.89241,827.99047,193.765686,818.41291,192.80794,825.11721,218.66734,823.2017,213.87856,811.708626,234.9492,805.004326,228.24492
683.jpg,860,443,983.3072815,567.0474625,959.49964,492.097725,959.49964,490.33422,964.79017,488.570717,961.263145,490.33422,973.60772,490.33422,957.73612,509.73284,984.18879,506.20582,950.682076,534.422005,1005.35092,515.023384,940.101006,555.58413,1022.98605,532.658485,968.31719,557.34763,985.95229,555.58413,973.60772,596.14487,985.95229,590.85434,982.425285,633.17862,987.71581,599.6719,704,81,828.9943619,199.5332642,834.29416,164.34875,836.22165,161.45751,831.40294,161.45751,839.11288,162.42126,827.54796,162.42126,841.04037,173.98617,821.7655,172.05869,847.78658,181.69613,807.30936,175.91366,852.60529,187.478584,806.34561,191.33355,832.36668,197.11602,821.7655,195.18853,826.58423,219.2821,823.69299,216.3909,820.80176,229.8833,806.34561,226.02832
684.jpg,862,445,987.8851166,567.7690735,964.559105,492.599556,962.83111,490.87156,969.743095,490.87156,964.559105,492.599556,976.65507,490.87156,961.10311,509.87951,987.02305,506.423515,954.19114,532.34347,1007.759,516.7915,942.09516,556.53541,1026.76697,534.071465,971.47109,558.263405,988.751045,556.53541,974.927086,598.00732,990.47903,589.36734,981.83906,634.29523,995.66302,599.73529,708,82,832.7017136,193.9980316,835.69201,164.52681,838.25455,161.964294,833.983665,161.964294,839.96289,163.67264,829.71281,162.81847,842.52539,174.776886,824.58776,173.06854,850.21295,181.610275,810.921,179.90193,854.48383,187.58949,810.921,193.568695,835.69201,199.54791,822.87942,197.83957,825.44193,221.75641,825.44193,219.19391,809.21264,223.46475,822.025246,237.13153
685.jpg,862,445,988.3156433,567.717514,964.85496,493.830025,963.117,490.354088,970.06887,490.354088,963.117,492.09205,975.2828,490.354088,961.37902,509.47178,987.4486,507.733818,954.42712,532.06544,1008.30429,516.42368,942.261314,556.39707,1027.422,533.80341,970.06887,558.13503,987.4486,556.39707,975.2828,598.1084,989.18658,591.15652,982.2347,634.60583,996.13849,599.84637,708,83,831.0147095,195.5298996,835.76007,164.03845,838.34908,162.31247,834.03409,162.31247,840.07507,163.17546,829.719086,162.31247,841.80106,173.53143,824.54111,172.66843,848.70505,181.2984,811.596146,179.57242,854.74603,186.476395,810.733154,192.51738,834.89708,197.69536,822.81511,196.83237,826.267105,221.8593,825.40411,220.1333,821.95212,240.84525,806.41815,226.17429
686.jpg,866,445,987.2462616,567.6403961,965.7596,496.30829,965.7596,492.870728,979.50984,491.151947,967.47838,492.870728,979.50984,492.870728,962.32204,511.77733,989.822525,508.339767,955.4469,535.84027,1010.44792,518.65245,943.415436,558.18442,1029.3545,535.84027,972.63472,556.46564,991.541306,554.74686,976.07228,597.7164,993.260086,589.1225,981.22862,635.5296,998.41644,599.43518,711,84,834.6574936,197.6620941,837.592255,165.401794,839.26884,163.725204,835.91568,162.88692,841.78372,164.56349,831.72421,163.725204,844.2986,175.46129,825.85617,174.623,852.68152,183.84421,813.2818,183.00592,856.87297,191.38884,815.79668,194.742004,839.26884,198.09517,825.85617,197.25688,834.239105,215.6993,826.69447,219.89076,812.44351,224.08223,825.01788,238.33319
687.jpg,868,443,989.6576233,568.8660355,967.470856,495.19169,967.470856,491.641685,971.02084,491.641685,969.24585,493.416695,981.67082,491.641685,965.69585,511.166664,994.095795,507.61666,958.595856,534.241615,1013.62077,518.26664,946.17088,557.31658,1031.37074,536.01661,974.57083,557.31658,994.095795,555.54159,978.120834,598.14151,997.6458,591.04153,981.67082,635.41644,1004.74579,599.9165,715,86,837.5015717,205.5740738,838.95088,166.49771,840.8804,164.56821,837.02138,164.56821,843.77466,165.53296,833.16237,165.53296,847.63368,179.03952,828.33859,178.07477,859.21074,191.58133,816.761536,187.722305,860.17549,207.017395,819.65581,198.33461,841.84515,198.33461,828.33859,198.33461,836.056625,218.59445,827.37384,224.38298,816.761536,220.52396,827.37384,247.53708
688.jpg,871,441,993.4890594,566.3399811,969.69764,494.953583,969.69764,491.42885,971.460014,491.42885,971.460014,493.191208,983.79661,491.42885,967.93528,510.81491,997.895546,507.29018,960.885796,535.48808,1017.28162,519.626755,950.31158,556.636536,1033.14294,537.25047,976.74712,554.87416,996.13319,553.1118,980.27186,595.40868,999.65793,590.12157,982.03422,635.94319,1010.23215,598.9334,717,86,841.5603333,206.9173889,841.06581,167.83487,843.04457,165.856125,839.08707,165.856125,845.02332,167.83487,835.12958,166.845505,850.95955,179.70735,830.18271,180.69673,860.85329,191.57985,820.28897,191.57985,862.83205,205.431076,823.257095,199.49484,843.04457,203.45233,830.18271,202.46297,837.10832,228.18669,828.203964,225.21855,821.278336,221.26106,828.203964,246.98479
689.jpg,878,442,996.3389664,565.2043915,974.56244,492.899742,974.56244,489.41532,978.046844,489.41532,974.56244,491.15754,986.75787,489.41532,971.07803,508.5796,998.95332,506.83738,964.10921,534.712685,1019.8598,519.03283,953.655975,553.876945,1035.53964,538.19709,979.78906,553.876945,998.95332,553.876945,981.531265,595.68988,1004.17993,590.46326,981.531265,634.0184,1014.63318,600.9165,721,86,844.1053925,207.67099,843.62731,170.51963,845.55724,167.62472,841.697365,167.62472,847.487175,168.58968,837.8375,168.58968,852.31201,180.169304,833.01266,181.13427,863.89163,189.81896,825.29293,196.57374,868.71646,201.39858,832.04769,204.29348,844.59228,207.18838,832.04769,207.18838,840.7324,234.20749,829.152794,227.4527,833.97762,225.52277,827.22286,247.71701
690.jpg,881,440,1001.567871,565.1652298,977.219955,490.325546,977.219955,486.71884,982.630005,486.71884,975.416595,488.5222,989.84338,486.71884,971.809906,508.359024,1000.66348,504.752335,966.39987,533.605896,1022.30365,519.17911,957.38312,555.24608,1036.73044,539.015945,982.630005,553.44272,1002.46683,551.63937,982.630005,594.91974,1006.07352,587.70633,982.630005,632.79004,1018.69696,600.32977,726,88,850.3599243,210.1856689,846.13957,171.23427,848.016846,169.356995,844.2623,169.356995,849.894135,170.29564,840.50772,170.29564,854.58734,181.559326,835.814514,182.49797,866.78967,185.31389,827.366745,199.39351,872.42152,197.516235,839.56909,207.84129,848.016846,207.84129,833.93724,207.84129,845.20093,234.12325,830.18268,232.24596,837.6918,227.55275,828.30539,248.20287
691.jpg,881,440,1001.179176,563.6283722,978.88508,489.623695,977.101906,487.840508,982.45144,487.840508,975.31873,487.840508,989.58413,487.840508,971.75237,507.45547,1000.283195,503.889107,966.40284,534.2031,1021.68134,518.15452,957.48696,555.60122,1037.72992,539.552635,982.45144,552.034874,1002.06637,550.2517,982.45144,594.83112,1007.41592,587.69843,982.45144,634.061,1018.11496,600.18066,725,85,850.5280304,211.0191345,846.09022,172.0392,848.064,169.07854,844.11645,169.07854,850.03777,170.06543,841.155785,171.05231,853.98532,181.90808,835.23446,183.88185,866.81485,185.85562,827.33936,199.67206,872.73618,197.69827,839.182014,207.567154,848.064,208.55405,834.24758,208.55405,845.10334,235.20001,830.300026,231.25246,837.208244,227.3049,828.326256,248.02954
692.jpg,885,439,1004.771881,559.1772537,979.90331,489.71467,979.90331,486.284843,986.76293,484.56994,978.18841,486.284843,991.90768,486.284843,974.75858,506.86376,1003.912025,501.719032,969.61385,530.872475,1022.77603,517.153206,962.75422,549.73647,1039.92511,539.447014,985.04803,551.45138,1003.912025,549.73647,983.33312,590.89429,1010.77166,585.74957,981.61822,630.33719,1022.77603,602.89865,724,86,848.3146057,211.3261871,849.76444,173.08528,850.73263,170.18068,847.82804,170.18068,852.66904,172.11708,844.923454,172.11708,857.51001,182.76724,839.114265,181.79904,866.22379,184.70363,832.33689,201.16298,868.16016,182.76724,843.95525,208.908554,851.70083,208.908554,837.17788,207.94035,850.73263,234.08167,831.36869,231.17708,841.05067,228.27248,829.432304,247.63641
693.jpg,886,437,1006.540817,559.1126709,986.80728,487.9084,983.375656,484.47679,990.23891,484.47679,981.65985,486.192596,995.38634,484.47679,976.51242,503.35069,1007.39699,499.919067,969.649185,530.803635,1024.55508,517.07716,962.78595,547.96173,1041.71318,539.382675,988.52309,549.677536,1007.39699,547.96173,985.09148,589.14116,1014.26024,583.9937,981.65985,628.60475,1026.27089,602.8676,727,89,850.3072357,209.4642944,852.71294,173.40034,854.636444,171.47683,850.78941,171.47683,856.55995,171.47683,847.90416,172.43859,860.40697,183.01789,843.09538,183.01789,872.90977,183.97964,836.3631,203.21473,870.02452,182.05613,850.78941,212.83228,854.636444,208.023506,840.21013,207.061745,855.59819,231.10562,833.47783,228.22037,852.71294,243.60843,829.63081,248.4172
694.jpg,889,436,1008.505142,557.5674057,989.293365,488.246223,985.952576,484.905434,990.96376,484.905434,985.952576,484.905434,997.64534,484.905434,979.27101,503.27976,1009.33809,499.938972,972.58943,530.00605,1027.71242,516.64292,969.24864,541.698814,1042.74596,538.358025,990.96376,548.38038,1011.00847,546.71,987.62297,588.46982,1017.69005,583.45865,980.94139,628.55927,1031.0532,606.84415,729,90,850.7295456,210.7572632,857.8317,175.24698,858.77869,172.40602,855.93774,172.40602,861.61963,173.35301,852.1498,173.35301,864.46057,182.82283,848.36187,184.7168,874.87738,183.76982,840.78602,205.5504,884.3472,188.50473,855.93774,215.02022,857.8317,207.44437,844.57395,206.49739,860.67264,231.11893,836.05111,226.38402,860.67264,241.53572,830.36921,248.1646
695.jpg,891,438,1011.062515,556.4419861,991.800415,485.2545,990.12555,481.90477,995.15015,481.90477,988.45068,483.579636,1001.84961,481.90477,981.75122,502.003174,1013.573685,498.653442,976.72662,528.80104,1028.64749,517.07698,973.37689,540.5251,1043.72128,537.17537,993.47528,547.22456,1013.573685,547.22456,988.45068,587.42137,1021.94801,582.39677,981.75122,627.61815,1035.34695,607.51976,732,92,854.9402771,213.1773453,861.74867,175.488686,862.65681,172.764244,859.93237,173.672386,864.47311,174.58054,856.29979,174.58054,868.10571,182.75388,851.75903,184.57017,879.0035,184.57017,844.49385,205.45759,888.08498,191.835365,859.02423,218.17167,860.84053,207.27389,848.12645,206.365746,866.28941,229.06946,838.13681,228.16132,867.19757,243.59982,829.96347,247.23242
696.jpg,894,435,1013.589157,555.9441452,996.068665,481.712906,994.40044,480.044662,997.73689,480.044662,991.063965,481.712906,1004.409836,480.044662,986.05925,501.731705,1016.08748,498.39525,977.718094,528.42345,1031.10158,515.07759,976.04985,540.10109,1044.44746,536.76463,996.068665,546.77403,1016.08748,546.77403,989.39572,586.81166,1026.09688,581.80696,982.72279,625.18105,1037.77452,611.83516,734,93,856.2894592,215.7855377,867.49422,176.786606,868.39081,174.99342,864.80444,174.99342,871.08058,175.890015,862.11469,176.786606,871.97717,183.95932,855.83855,186.64909,880.04648,186.64909,850.459015,206.37407,889.90897,193.82181,862.11469,222.51268,863.90787,206.37407,850.459015,205.47748,871.08058,228.78882,842.38971,231.47858,873.77036,248.5138,830.73404,245.824
697.jpg,893,436,1013.483292,555.6019058,995.23998,481.77318,993.50286,480.03607,1002.18844,478.29895,991.765755,481.77318,1005.66265,480.03607,984.8173,500.881424,1016.085335,497.407196,977.86884,528.67525,1031.71936,516.51546,976.13174,540.83504,1045.61627,539.097916,996.97709,547.78349,1016.085335,546.04637,990.02863,587.7371,1026.50803,582.52574,983.08018,624.21648,1038.66782,610.31956,735,93,857.3840485,216.5695114,866.69301,177.10892,868.46645,175.33548,864.91957,174.44876,870.2399,176.2222,861.372696,176.2222,872.01334,184.20268,856.05237,187.74956,879.99382,186.86284,849.84532,206.3707,889.74774,193.069885,861.372696,221.44493,864.03285,205.48398,850.73204,206.3707,871.12662,228.53871,841.86484,231.19887,873.78677,248.04655,831.2242,245.3864
698.jpg,896,435,1016.495438,554.7784195,1000.196945,481.853516,998.48108,478.42177,1005.344574,478.42177,995.04932,480.137634,1008.77634,478.42177,988.18582,500.72815,1019.071594,497.296402,981.32231,526.46629,1032.79858,514.45517,981.32231,538.47743,1046.5256,538.47743,1000.196945,547.05681,1019.071594,545.34094,991.61757,586.52197,1029.36685,579.65845,983.03818,624.27124,1041.37798,612.2601,739,93,861.3211365,216.4573059,869.19016,178.034615,871.04184,176.18293,867.33849,176.18293,873.81937,177.10877,864.56096,177.10877,875.67105,185.44134,859.00592,188.218864,883.07779,190.07055,853.45087,207.66152,891.41034,197.47727,863.63512,223.40082,866.41264,208.587364,853.45087,207.66152,875.67105,231.7334,846.04413,231.7334,879.37442,253.02774,833.08237,243.76932
699.jpg,897,435,1019.204224,554.9210129,1004.78804,481.13465,1001.39549,479.438377,1009.87688,477.74209,998.00293,479.438377,1011.573166,479.438377,992.91408,499.793724,1021.75084,498.09745,982.736404,526.9342,1035.32109,515.060234,984.43269,537.11187,1048.89131,538.80816,1001.39549,545.593285,1021.75084,545.593285,994.61037,584.60773,1033.6248,577.8226,984.43269,621.92587,1043.80247,615.14075,743,94,865.6844177,217.7592621,874.44864,178.56594,876.29297,176.72161,872.60431,176.72161,879.05946,178.56594,868.91565,177.643776,878.1373,186.865425,863.38266,188.709755,883.67029,193.32058,857.84967,203.46439,891.0476,201.62006,857.84967,214.53037,868.91565,207.15305,856.927505,207.15305,879.98163,232.97366,849.550186,233.89584,884.59245,256.94995,837.56204,240.35098
700.jpg,897,435,1020.468277,555.0195007,1009.46476,479.70115,1004.3872,478.00863,1011.15728,478.00863,1001.002144,479.70115,1014.54232,478.00863,995.92458,500.01142,1024.69747,498.3189,985.76943,523.70673,1038.23764,516.93664,989.15449,535.55439,1050.08533,540.63195,1006.079704,544.017006,1024.69747,544.017006,995.92458,584.63754,1038.23764,579.55997,984.07691,621.87305,1048.39279,618.488,751,98,870.5379791,220.8277664,878.49103,180.11304,880.3628,177.305374,876.61926,177.305374,882.23457,178.24126,872.8757,178.24126,881.29869,187.60013,867.26039,192.27956,885.97812,198.83075,859.7733,209.1255,896.27286,210.0614,861.64508,229.715,871.93982,208.18962,858.83742,209.1255,885.04224,236.2662,856.029755,235.33032,888.78577,260.59924,844.79912,240.00977
701.jpg,899,434,1022.495193,554.3800201,1011.460915,480.511124,1006.367256,478.813248,1013.15879,477.115356,1004.66938,478.813248,1018.25245,478.813248,997.877846,499.187836,1026.74186,497.48996,989.38842,524.65608,1040.32492,516.16667,992.78419,534.8434,1052.21011,539.93704,1008.06513,545.030685,1026.74186,543.33281,997.877846,584.08199,1040.32492,580.68625,985.99265,621.43544,1052.21011,621.43544,757,95,876.2087936,220.0625,883.347626,182.469086,885.25102,180.56569,881.444214,179.61398,887.15443,180.56569,877.637405,180.56569,884.29932,190.0827,870.02377,191.986115,888.10614,203.40654,861.458466,211.02017,896.67145,213.875275,861.458466,232.90933,874.78229,211.02017,861.458466,213.875275,888.10614,239.57124,860.50676,239.57124,890.96124,263.3638,849.08632,235.76443
702.jpg,900,434,1023.385147,555.6233139,1014.02645,479.927063,1012.32546,478.22606,1019.12945,478.22606,1007.222466,479.927063,1020.83044,478.22606,1002.119484,500.339005,1031.0364,498.638016,993.61451,524.152954,1042.94339,519.04996,995.3155,530.95694,1053.14935,541.1629,1010.62447,544.56491,1031.0364,544.56491,1000.418495,585.3888,1042.94339,580.28583,986.810524,619.40872,1054.85037,619.40872,757,99,878.7449112,222.243576,886.79639,183.88559,888.69081,181.991165,884.90198,181.04396,890.58522,182.93837,881.11313,181.991165,888.69081,191.46326,873.53546,194.304886,890.58522,206.61859,861.22174,211.354645,898.1629,217.98511,861.22174,231.24603,877.324295,212.30185,865.957794,215.14348,889.63802,238.8237,867.8522,245.45416,892.47964,263.45113,854.59128,235.03487
703.jpg,900,434,1023.481819,555.7253571,1014.113625,479.982056,1012.41152,478.279953,1019.21995,478.279953,1007.3052,479.982056,1020.922066,478.279953,1002.198875,498.705246,1031.1347,498.705246,993.68833,522.534744,1043.04944,519.13054,995.39045,531.04527,1053.26208,541.25792,1010.70942,544.662155,1031.1347,544.662155,1000.49677,585.51274,1043.04944,580.4064,986.879906,619.55489,1053.26208,619.55489,756,99,877.9803162,219.8336945,886.47021,183.61789,888.25786,181.83023,884.68256,180.9364,890.93935,182.72406,881.107254,181.83023,889.15169,191.66232,873.95665,194.343796,890.93935,206.857376,860.54924,211.32651,898.08995,217.58328,860.54924,231.88452,877.53195,213.11417,865.9122,214.90181,890.04552,238.1413,867.69986,245.2919,891.83318,263.16844,854.292465,235.45981
704.jpg,901,436,1024.568115,553.8501434,1018.62651,479.980255,1015.230225,478.28212,1020.324646,478.28212,1010.13579,478.28212,1023.72093,478.28212,1005.04137,498.65982,1033.90977,498.65982,996.550674,522.43381,1044.09862,519.037506,998.24881,530.9245,1054.28748,541.11336,1013.53209,544.50964,1032.21164,544.50964,1001.645096,585.26505,1047.49492,581.86874,988.05995,617.52972,1055.98561,620.92603,759,98,881.4846802,221.9867859,890.14507,185.98532,891.9682,184.162186,888.32193,183.250626,893.79134,185.07376,884.67566,184.162186,891.9682,194.18942,876.47156,194.18942,892.87978,208.77449,861.88649,210.597626,897.4376,219.7133,861.88649,230.65211,881.94096,216.06703,870.09059,216.97859,891.05664,238.85622,872.82529,246.14874,891.9682,263.46852,860.97493,239.76778
705.jpg,904,437,1024.348389,553.1552734,1021.81027,481.174263,1020.11655,477.786842,1025.19769,476.093132,1013.341705,479.480553,1026.89139,479.480553,1008.26056,499.805107,1035.35995,498.111397,998.0983,523.51708,1045.52223,518.435936,1003.17943,531.98565,1055.68451,542.14791,1016.729126,547.22906,1035.35995,545.53533,1004.87314,584.49072,1048.90967,581.1033,989.62973,616.67126,1057.37822,621.75238,761,101,880.921936,224.0964966,893.01498,187.816605,893.9108,186.024994,891.22339,185.129196,895.7024,186.92081,887.64016,186.024994,895.7024,195.878845,878.68212,196.77464,896.5982,207.52429,862.557655,210.2117,897.49399,218.27394,862.557655,226.33618,884.95275,217.37814,873.30729,217.37814,892.11917,237.98163,875.0989,243.35645,892.11917,262.16833,864.34925,238.87744
706.jpg,904,437,1026.48687,555.0593109,1023.94144,483.053757,1022.24715,479.66519,1029.02429,479.66519,1017.16429,481.35948,1030.71857,479.66519,1010.387146,501.6909,1037.49571,499.996613,1001.915726,525.41089,1047.66142,518.63374,1005.30429,532.188034,1057.82713,544.04802,1020.55286,547.4366,1039.19,547.4366,1006.99858,586.40517,1051.04999,581.3223,991.750015,613.51372,1057.82713,621.98515,765,107,886.4286499,226.9717102,894.18243,189.11999,896.00658,186.3838,892.35831,186.3838,897.83072,188.207924,888.71002,187.29586,898.74278,197.328606,880.50142,197.328606,899.65485,208.27343,863.17212,208.27343,900.56691,216.48203,862.260056,222.86651,887.79796,220.1303,874.11694,221.04238,894.18243,242.932,885.06175,245.66821,891.44623,263.90958,870.46866,242.01996
707.jpg,907,435,1027.636955,554.4564972,1028.47225,483.44539,1023.45994,480.10385,1031.81379,480.10385,1020.118416,481.774612,1033.484566,481.774612,1013.435326,501.82385,1041.83841,501.82385,1005.081474,523.54387,1050.19226,521.87309,1008.42301,531.89772,1060.21689,545.26387,1023.45994,546.93465,1041.83841,546.93465,1010.09379,587.03313,1053.53378,582.02081,995.05686,612.09465,1058.54611,622.11931,767,105.5,886.1013794,227.4163055,896.2149,190.0565,897.97311,187.41919,894.45668,187.41919,900.61043,189.1774,890.94025,189.1774,900.61043,198.84758,881.27008,197.968475,904.12686,212.9133,868.083466,203.24312,903.24776,217.30882,865.44615,219.94615,888.30293,219.94615,875.99544,219.94615,894.45668,249.8358,891.81937,248.07759,891.81937,263.02242,875.11633,243.68205
708.jpg,908,436,1028.076492,554.2764587,1032.29769,482.559128,1028.923,479.184418,1033.98504,479.184418,1022.17358,480.871765,1035.672386,480.871765,1015.42419,502.80734,1044.10916,501.119995,1008.67477,526.43027,1052.5459,523.05556,1013.736824,531.49231,1060.98267,544.99112,1025.54829,548.365814,1042.42181,548.365814,1013.736824,587.1749,1055.92062,582.11285,995.17596,612.48517,1057.60797,620.92194,768,100,890.0275955,228.5839691,898.4314,190.99125,899.31593,189.222176,895.77779,189.222176,901.96953,190.10671,892.239655,190.10671,902.85405,200.72111,883.39433,198.95205,908.16125,218.41178,868.357254,200.72111,900.20045,215.75817,866.588196,216.64271,893.12419,221.06538,880.74072,221.06538,897.54686,247.60138,894.893265,244.94778,891.35512,258.21576,881.62526,251.1395
709.jpg,908,436,1027.937843,554.5092163,1030.45931,483.0801,1027.09826,479.719063,1033.820366,479.719063,1022.056694,481.399574,1035.50088,481.399574,1017.01513,501.565865,1043.9035,501.565865,1006.931984,526.77372,1052.30612,523.41267,1013.654076,531.815285,1060.70874,545.25948,1025.41775,548.62052,1043.9035,548.62052,1013.654076,587.27258,1055.66718,582.23102,995.16833,612.48041,1059.02823,620.88306,768,100,889.9389954,228.6593475,897.4494,191.110634,899.21634,189.3437,895.682465,189.3437,901.86674,190.227165,892.148575,190.227165,902.75021,199.945335,884.19734,199.06187,908.93451,218.49821,868.29489,200.828804,900.09981,215.8478,866.52794,217.61474,893.03204,221.14861,880.66347,221.14861,897.4494,247.65271,894.79898,245.00229,891.26511,258.25436,880.66347,251.18658
710.jpg,911,435,1030.94294,552.8657379,1035.10942,482.128708,1030.11661,478.80017,1036.77368,478.80017,1025.12381,480.464447,1038.43796,480.464447,1018.46672,502.09996,1046.75931,500.435684,1011.80963,527.06401,1053.4164,523.73549,1018.46672,532.05684,1061.73775,545.37099,1026.78807,547.03526,1045.09505,548.69954,1018.46672,586.97777,1056.74493,581.98495,998.49547,611.94182,1058.40921,621.92744,771,101,892.1441574,226.310524,898.807465,192.105896,900.58429,190.32907,896.14224,190.32907,902.36111,191.21748,892.58859,191.21748,904.13794,201.87842,886.369705,200.10159,911.24522,217.86983,871.26672,198.32477,902.36111,216.093,867.71307,215.20459,895.253815,221.42346,883.70447,220.53505,900.58429,247.1874,899.69588,244.52216,889.923355,256.95992,889.923355,257.84833
711.jpg,913,434,1034.350159,550.4574127,1035.180115,481.36271,1030.18533,478.032845,1038.50998,478.032845,1026.85547,479.697792,1040.17491,479.697792,1020.19574,501.341896,1048.49957,501.341896,1013.53601,526.315865,1055.1593,522.986,1023.525604,532.97558,1063.48395,544.630104,1028.520386,546.29502,1046.83463,546.29502,1021.86067,584.58844,1056.82422,581.25858,1001.8815,611.22733,1058.48915,621.21692,773,102,894.0034943,228.6129761,898.95628,193.03831,900.757675,191.23693,897.15491,191.23693,903.45975,192.13763,893.55214,192.13763,906.16182,202.945915,888.147995,200.24384,914.26805,218.25768,872.83623,197.54177,902.55907,218.25768,871.03485,212.85352,898.95628,224.56252,887.2473,223.66183,903.45975,246.17911,901.65837,243.47705,893.55214,256.98743,892.65144,257.88812
